"collectionDate","count"
"2023-07-01",1038
"2023-07-02",908
"2023-07-03",2056
"2023-07-04",1681
"2023-07-05",1867
"2023-07-06",1755
"2023-07-07",1632
"2023-07-08",1176
"2023-07-09",979
"2023-07-10",2499
"2023-07-11",2136
"2023-07-12",1924
"2023-07-13",1748
"2023-07-14",1609
"2023-07-15",1170
"2023-07-16",1230
"2023-07-17",2224
"2023-07-18",2254
"2023-07-19",1963
"2023-07-20",1822
"2023-07-21",1628
"2023-07-22",1226
"2023-07-23",1201
"2023-07-24",2998
"2023-07-25",2396
"2023-07-26",2170
"2023-07-27",2115
"2023-07-28",2155
"2023-07-29",1285
"2023-07-30",1453
"2023-07-31",3115
"2023-08-01",2764
"2023-08-02",2550
"2023-08-03",2614
"2023-08-04",2249
"2023-08-05",1600
"2023-08-06",1464
"2023-08-07",3773
"2023-08-08",2949
"2023-08-09",3129
"2023-08-10",2721
"2023-08-11",2370
"2023-08-12",1773
"2023-08-13",1673
"2023-08-14",4281
"2023-08-15",2949
"2023-08-16",3328
"2023-08-17",3122
"2023-08-18",2937
"2023-08-19",1880
"2023-08-20",1791
"2023-08-21",5378
"2023-08-22",3884
"2023-08-23",3843
"2023-08-24",3583
"2023-08-25",3295
"2023-08-26",2145
"2023-08-27",2222
"2023-08-28",5913
"2023-08-29",4041
"2023-08-30",3738
"2023-08-31",3332
"2023-09-01",3134
"2023-09-02",1919
"2023-09-03",1994
"2023-09-04",5476
"2023-09-05",4681
"2023-09-06",4222
"2023-09-07",3767
"2023-09-08",3411
"2023-09-09",2171
"2023-09-10",2269
"2023-09-11",6747
"2023-09-12",4047
"2023-09-13",3894
"2023-09-14",3444
"2023-09-15",3018
"2023-09-16",2009
"2023-09-17",1960
"2023-09-18",6412
"2023-09-19",4816
"2023-09-20",4262
"2023-09-21",3556
"2023-09-22",3201
"2023-09-23",1945
"2023-09-24",2062
"2023-09-25",6232
"2023-09-26",4067
"2023-09-27",3760
"2023-09-28",3386
"2023-09-29",2906
"2023-09-30",1894
"2023-10-01",2060
"2023-10-01",1
"2023-10-02",5928
"2023-10-02",3
"2023-10-03",3
"2023-10-03",4026
"2023-10-04",2
"2023-10-04",3779
"2023-10-05",3250
"2023-10-05",1
"2023-10-06",2920
"2023-10-06",1
"2023-10-07",1835
"2023-10-08",1914
"2023-10-09",2
"2023-10-09",5171
"2023-10-10",4200
"2023-10-11",3518
"2023-10-12",3001
"2023-10-13",3029
"2023-10-14",1782
"2023-10-15",1590
"2023-10-16",5361
"2023-10-17",3348
"2023-10-18",3344
"2023-10-19",3179
"2023-10-20",2943
"2023-10-21",1736
"2023-10-22",1743
"2023-10-23",5658
"2023-10-24",3513
"2023-10-25",3261
"2023-10-26",2938
"2023-10-27",2919
"2023-10-28",1578
"2023-10-29",1642
"2023-10-30",5326
"2023-10-31",3251
"2023-11-01",1
"2023-11-01",2973
"2023-11-02",3135
"2023-11-03",2675
"2023-11-04",1807
"2023-11-04",1
"2023-11-05",1956
"2023-11-06",1
"2023-11-06",5359
"2023-11-07",3
"2023-11-07",3513
"2023-11-08",3339
"2023-11-09",1
"2023-11-09",3132
"2023-11-10",2914
"2023-11-11",1716
"2023-11-12",1838
"2023-11-13",5541
"2023-11-14",3814
"2023-11-15",3331
"2023-11-16",3023
"2023-11-17",3026
"2023-11-18",1897
"2023-11-19",1867
"2023-11-20",6212
"2023-11-21",3444
"2023-11-22",3208
"2023-11-23",2524
"2023-11-24",2929
"2023-11-25",1839
"2023-11-26",1938
"2023-11-27",6674
"2023-11-28",4079
"2023-11-29",3747
"2023-11-30",3235
"2023-12-01",3190
"2023-12-01",1
"2023-12-02",1930
"2023-12-03",1991
"2023-12-03",1
"2023-12-04",7883
"2023-12-04",3
"2023-12-05",3
"2023-12-05",4146
"2023-12-06",6
"2023-12-06",3757
"2023-12-07",3697
"2023-12-07",5
"2023-12-08",3
"2023-12-08",3202
"2023-12-09",1
"2023-12-09",2127
"2023-12-10",2143
"2023-12-11",7249
"2023-12-12",4691
"2023-12-13",4184
"2023-12-14",3703
"2023-12-15",3424
"2023-12-16",2026
"2023-12-17",2026
"2023-12-18",6453
"2023-12-19",4080
"2023-12-20",3700
"2023-12-21",3233
"2023-12-22",2852
"2023-12-23",1954
"2023-12-24",1657
"2023-12-25",2459
"2023-12-26",4035
"2023-12-27",4270
"2023-12-28",4047
"2023-12-29",3547
"2023-12-30",2149
"2023-12-31",2002
"2024-01-01",1
"2024-01-01",2646
"2024-01-02",4922
"2024-01-03",4217
"2024-01-04",4273
"2024-01-05",3414
"2024-01-06",2023
"2024-01-07",1853
"2024-01-08",4571
"2024-01-09",3582
"2024-01-10",3389
"2024-01-11",3249
"2024-01-12",3065
"2024-01-13",1602
"2024-01-14",1704
"2024-01-15",3657
"2024-01-16",3168
"2024-01-17",3023
"2024-01-18",2869
"2024-01-19",2341
"2024-01-20",1570
"2024-01-21",1541
"2024-01-22",3427
"2024-01-23",2841
"2024-01-24",2785
"2024-01-25",2536
"2024-01-26",2202
"2024-01-27",1276
"2024-01-28",1228
"2024-01-29",3487
"2024-01-30",2818
"2024-01-31",2594
"2024-02-01",2422
"2024-02-02",2209
"2024-02-03",1324
"2024-02-04",1241
"2024-02-05",1
"2024-02-05",3104
"2024-02-06",2714
"2024-02-07",2428
"2024-02-08",2193
"2024-02-09",1835
"2024-02-10",1101
"2024-02-11",986
"2024-02-12",2405
"2024-02-13",2275
"2024-02-14",2051
"2024-02-15",1952
"2024-02-16",1674
"2024-02-17",1051
"2024-02-18",1000
"2024-02-19",2264
"2024-02-20",2128
"2024-02-21",1981
"2024-02-22",1859
"2024-02-23",1552
"2024-02-24",944
"2024-02-25",914
"2024-02-26",2244
"2024-02-27",1941
"2024-02-28",1563
"2024-02-29",1292
"2024-03-01",1273
"2024-03-02",807
"2024-03-03",749
"2024-03-04",1959
"2024-03-05",1668
"2024-03-06",1537
"2024-03-07",1292
"2024-03-08",1077
"2024-03-09",781
"2024-03-10",764
"2024-03-11",1734
"2024-03-12",1560
"2024-03-13",1284
"2024-03-14",1203
"2024-03-15",1031
"2024-03-16",682
"2024-03-17",634
"2024-03-18",1542
"2024-03-19",1260
"2024-03-20",1113
"2024-03-21",1072
"2024-03-22",910
"2024-03-23",633
"2024-03-24",672
"2024-03-25",1415
"2024-03-26",1106
"2024-03-27",977
"2024-03-28",831
"2024-03-29",659
"2024-03-30",536
"2024-03-31",523
"2024-04-01",1229
"2024-04-02",1173
"2024-04-03",1062
"2024-04-04",846
"2024-04-05",793
"2024-04-06",566
"2024-04-07",508
"2024-04-08",1099
"2024-04-09",973
"2024-04-10",824
"2024-04-11",830
"2024-04-12",774
"2024-04-13",480
"2024-04-14",464
"2024-04-15",1116
"2024-04-16",844
"2024-04-17",914
"2024-04-18",779
"2024-04-19",699
"2024-04-20",447
"2024-04-21",502
"2024-04-22",1131
"2024-04-23",961
"2024-04-24",887
"2024-04-25",791
"2024-04-26",800
"2024-04-27",497
"2024-04-28",534
"2024-04-29",1152
"2024-04-30",1026
"2024-05-01",808
"2024-05-02",979
"2024-05-03",839
"2024-05-04",563
"2024-05-05",575
"2024-05-06",1179
"2024-05-07",1158
"2024-05-08",1103
"2024-05-09",1037
"2024-05-10",942
"2024-05-11",692
"2024-05-12",634
"2024-05-13",1451
"2024-05-14",1229
"2024-05-15",1119
"2024-05-16",1176
"2024-05-17",996
"2024-05-18",679
"2024-05-19",719
"2024-05-20",1477
"2024-05-21",1437
"2024-05-22",1232
"2024-05-23",1258
"2024-05-24",1092
"2024-05-25",696
"2024-05-26",726
"2024-05-27",1382
"2024-05-28",1389
"2024-05-29",1304
"2024-05-30",1217
"2024-05-31",1217
"2024-06-01",728
"2024-06-02",839
"2024-06-03",1
"2024-06-03",2389
"2024-06-04",1535
"2024-06-05",1538
"2024-06-06",1392
"2024-06-07",1229
"2024-06-08",865
"2024-06-09",915
"2024-06-10",1972
"2024-06-11",1551
"2024-06-12",1514
"2024-06-13",1409
"2024-06-14",1361
"2024-06-15",900
"2024-06-16",999
"2024-06-17",2216
"2024-06-18",1742
"2024-06-19",1773
"2024-06-20",1687
"2024-06-21",1631
"2024-06-22",979
"2024-06-23",1069
"2024-06-24",2415
"2024-06-25",1946
"2024-06-26",1989
"2024-06-27",1838
"2024-06-28",1656
"2024-06-29",1056
"2024-06-30",1089
"2024-07-01",2539
"2024-07-02",1986
"2024-07-03",1817
"2024-07-04",1442
"2024-07-05",1571
"2024-07-06",1082
"2024-07-07",1150
"2024-07-08",2662
"2024-07-09",2145
"2024-07-10",2009
"2024-07-11",1836
"2024-07-12",1819
"2024-07-13",1191
"2024-07-14",1262
"2024-07-15",2832
"2024-07-16",2231
"2024-07-17",2025
"2024-07-18",1965
"2024-07-19",1684
"2024-07-20",1193
"2024-07-21",1284
"2024-07-22",3149
"2024-07-23",2255
"2024-07-24",2048
"2024-07-25",1788
"2024-07-26",1653
"2024-07-27",1188
"2024-07-28",1267
"2024-07-29",2812
"2024-07-30",2070
"2024-07-31",2004
"2024-08-01",1784
"2024-08-02",1688
"2024-08-03",1120
"2024-08-04",1221
"2024-08-05",2774
"2024-08-06",2099
"2024-08-07",1799
"2024-08-08",1612
"2024-08-09",1515
"2024-08-10",1075
"2024-08-11",1117
"2024-08-12",2474
"2024-08-13",1859
"2024-08-14",1790
"2024-08-15",1548
"2024-08-16",1556
"2024-08-17",946
"2024-08-18",996
"2024-08-19",2512
"2024-08-20",1811
"2024-08-21",1754
"2024-08-22",1512
"2024-08-23",1454
"2024-08-24",996
"2024-08-25",986
"2024-08-26",2690
"2024-08-27",1913
"2024-08-28",1799
"2024-08-29",1650
"2024-08-30",1400
"2024-08-31",810
"2024-09-01",974
"2024-09-02",2147
"2024-09-03",1892
"2024-09-04",1707
"2024-09-05",1541
"2024-09-06",1401
"2024-09-07",835
"2024-09-08",1031
"2024-09-09",2341
"2024-09-10",1566
"2024-09-11",1555
"2024-09-12",1471
"2024-09-13",1281
"2024-09-14",811
"2024-09-15",934
"2024-09-16",2186
"2024-09-17",1721
"2024-09-18",1677
"2024-09-19",1450
"2024-09-20",1200
"2024-09-21",777
"2024-09-22",957
"2024-09-23",2033
"2024-09-24",1494
"2024-09-25",1350
"2024-09-26",1285
"2024-09-27",1063
"2024-09-28",678
"2024-09-29",751
"2024-09-30",1817
"2024-10-01",1339
"2024-10-02",1364
"2024-10-03",1146
"2024-10-04",1052
"2024-10-05",671
"2024-10-06",752
"2024-10-07",1808
"2024-10-08",1235
"2024-10-09",1220
"2024-10-10",1162
"2024-10-11",962
"2024-10-12",642
"2024-10-13",668
"2024-10-14",1539
"2024-10-15",1167
"2024-10-16",1198
"2024-10-17",1031
"2024-10-18",877
"2024-10-19",558
"2024-10-20",629
"2024-10-21",1425
"2024-10-22",1025
"2024-10-23",1000
"2024-10-24",882
"2024-10-25",811
"2024-10-26",495
"2024-10-27",540
"2024-10-28",1187
"2024-10-29",826
"2024-10-30",817
"2024-10-31",712
"2024-11-01",653
"2024-11-02",418
"2024-11-03",442
"2024-11-04",1011
"2024-11-05",674
"2024-11-06",660
"2024-11-07",580
"2024-11-08",499
"2024-11-09",316
"2024-11-10",350
"2024-11-11",617
"2024-11-12",417
"2024-11-13",389
"2024-11-14",339
"2024-11-15",307
"2024-11-16",191
"2024-11-17",185
"2024-11-18",357
"2024-11-19",288
"2024-11-20",265
"2024-11-21",262
"2024-11-22",163
"2024-11-23",127
"2024-11-24",92
"2024-11-25",144
"2024-11-26",67
"2024-11-27",15
"2024-11-28",5
"2024-11-29",4
"2024-11-30",3
"2024-12-02",2
"2024-12-03",1
